bairro_group,bairro,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
Brooklyn,Clinton Hill,Entire home/apt,150.0,4.0,69.0,1.93,1.0,114.0
Brooklyn,Williamsburg,Entire home/apt,169.0,2.0,87.0,2.45,1.0,126.0
Brooklyn,Bushwick,Entire home/apt,149.0,2.0,102.0,4.27,1.0,256.0
Manhattan,West Village,Entire home/apt,290.0,3.0,59.0,1.67,1.0,256.0
Brooklyn,East Flatbush,Entire home/apt,49.0,2.0,77.0,2.17,1.0,264.0
Brooklyn,Bushwick,Entire home/apt,100.0,2.0,152.0,4.29,1.0,251.0
Brooklyn,Prospect Heights,Private room,55.0,1.0,102.0,2.98,2.0,281.0
Manhattan,Upper East Side,Entire home/apt,195.0,1.0,109.0,3.21,1.0,190.0
Manhattan,Upper East Side,Entire home/apt,150.0,3.0,37.0,1.04,1.0,168.0
Manhattan,Nolita,Entire home/apt,294.0,5.0,150.0,4.19,1.0,105.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130.0,1.0,83.0,2.34,1.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,84.0,2.0,84.0,2.39,1.0,211.0
Brooklyn,Flatbush,Private room,50.0,3.0,98.0,2.77,2.0,140.0
Brooklyn,South Slope,Entire home/apt,120.0,4.0,139.0,3.98,3.0,136.0
Manhattan,Hell's Kitchen,Private room,80.0,1.0,117.0,3.34,1.0,168.0
Brooklyn,Crown Heights,Private room,50.0,3.0,100.0,2.81,2.0,168.0
Manhattan,Hell's Kitchen,Private room,120.0,2.0,154.0,4.47,1.0,266.0
Manhattan,Kips Bay,Private room,175.0,2.0,41.0,1.18,1.0,242.0
Brooklyn,Williamsburg,Entire home/apt,249.0,3.0,99.0,2.87,2.0,239.0
Brooklyn,East Flatbush,Private room,50.0,2.0,41.0,1.15,1.0,250.0
Manhattan,West Village,Entire home/apt,240.0,5.0,52.0,1.54,1.0,271.0
Brooklyn,Greenpoint,Private room,60.0,3.0,52.0,1.49,2.0,168.0
Queens,Astoria,Entire home/apt,122.0,2.0,128.0,3.65,1.0,255.0
Brooklyn,Kensington,Private room,42.0,1.0,95.0,2.69,2.0,148.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,113.0,2.0,167.0,4.71,2.0,167.0
Manhattan,Greenwich Village,Private room,115.0,5.0,65.0,1.84,1.0,157.0
Brooklyn,Bedford-Stuyvesant,Private room,125.0,4.0,55.0,1.59,1.0,168.0
Manhattan,East Harlem,Private room,75.0,2.0,50.0,1.46,1.0,168.0
Brooklyn,Greenpoint,Private room,56.0,3.0,69.0,1.96,2.0,163.0
Brooklyn,East New York,Private room,40.0,2.0,84.0,2.45,2.0,273.0
Brooklyn,Clinton Hill,Entire home/apt,95.0,2.0,47.0,1.34,1.0,168.0
Brooklyn,Williamsburg,Private room,79.0,1.0,39.0,1.11,2.0,152.0
Brooklyn,Greenpoint,Private room,89.0,4.0,31.0,4.72,3.0,168.0
Brooklyn,Bushwick,Private room,85.0,1.0,78.0,5.3,2.0,270.0
Brooklyn,Bushwick,Private room,38.0,1.0,97.0,2.73,2.0,168.0
Brooklyn,Williamsburg,Entire home/apt,147.0,2.0,47.0,1.34,1.0,168.0
Brooklyn,Park Slope,Entire home/apt,154.0,2.0,143.0,4.11,1.0,269.0
Manhattan,Little Italy,Entire home/apt,250.0,1.0,78.0,5.07,1.0,229.0
Brooklyn,Windsor Terrace,Entire home/apt,99.0,4.0,75.0,2.16,1.0,216.0
Queens,Sunnyside,Entire home/apt,130.0,2.0,111.0,3.19,1.0,252.0
Queens,Maspeth,Entire home/apt,77.0,4.0,93.0,2.69,1.0,198.0
Brooklyn,Bushwick,Private room,67.0,3.0,97.0,2.75,1.0,141.0
Queens,Forest Hills,Private room,58.0,2.0,78.0,2.22,1.0,168.0
Manhattan,Financial District,Entire home/apt,180.0,1.0,36.0,1.05,1.0,168.0
Manhattan,Lower East Side,Entire home/apt,125.0,4.0,37.0,1.05,1.0,168.0
Brooklyn,Bushwick,Private room,70.0,3.0,72.0,2.04,1.0,155.0
Manhattan,East Village,Entire home/apt,215.0,1.0,76.0,2.16,1.0,245.0
Queens,Jackson Heights,Private room,40.0,1.0,81.0,2.32,2.0,127.0
Manhattan,Harlem,Private room,69.0,5.0,80.0,2.26,2.0,168.0
Queens,Flushing,Private room,75.0,2.0,85.0,2.42,1.0,159.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,115.0,1.0,129.0,3.78,2.0,255.0
Manhattan,Chelsea,Entire home/apt,249.0,3.0,70.0,2.03,1.0,266.0
Queens,Long Island City,Entire home/apt,105.0,2.0,51.0,1.48,1.0,208.0
Manhattan,East Harlem,Entire home/apt,289.0,2.0,74.0,2.09,1.0,243.0
Queens,Jamaica,Entire home/apt,60.0,3.0,60.0,1.71,2.0,168.0
Queens,Woodside,Entire home/apt,300.0,2.0,73.0,2.14,1.0,228.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,185.0,5.0,53.0,1.53,1.0,269.0
Manhattan,Chinatown,Entire home/apt,169.0,3.0,70.0,2.04,1.0,168.0
Manhattan,Midtown,Entire home/apt,189.0,2.0,164.0,4.72,1.0,206.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125.0,3.0,38.0,1.1,2.0,197.0
Manhattan,West Village,Shared room,80.0,1.0,37.0,1.05,1.0,168.0
Queens,Ridgewood,Private room,45.0,1.0,38.0,1.11,1.0,168.0
Brooklyn,Park Slope,Entire home/apt,170.0,3.0,120.0,3.51,2.0,96.0
Brooklyn,Gowanus,Entire home/apt,299.0,2.0,35.0,1.02,1.0,261.0
Manhattan,Harlem,Entire home/apt,149.0,3.0,86.0,2.51,2.0,220.0
Brooklyn,Greenpoint,Entire home/apt,150.0,2.0,154.0,4.5,1.0,271.0
Manhattan,Chinatown,Entire home/apt,153.0,3.0,82.0,2.42,1.0,168.0
Queens,Sunnyside,Entire home/apt,125.0,2.0,122.0,3.53,1.0,214.0
Brooklyn,Bedford-Stuyvesant,Private room,50.0,3.0,59.0,1.71,1.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Private room,73.0,2.0,137.0,3.94,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,132.0,4.0,92.0,2.69,1.0,260.0
Queens,Elmhurst,Private room,55.0,1.0,54.0,2.14,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,35.0,1.0,35.0,1.0,1.0,168.0
Manhattan,Hell's Kitchen,Private room,75.0,1.0,78.0,5.89,2.0,179.0
Brooklyn,Bedford-Stuyvesant,Private room,60.0,2.0,159.0,4.56,1.0,153.0
Manhattan,Theater District,Private room,125.0,5.0,91.0,2.63,1.0,143.0
Brooklyn,Park Slope,Shared room,78.0,1.0,46.0,1.38,2.0,168.0
Queens,Rockaway Beach,Entire home/apt,150.0,1.0,144.0,4.13,2.0,134.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145.0,2.0,133.0,3.83,1.0,178.0
Brooklyn,Bedford-Stuyvesant,Private room,55.0,3.0,85.0,2.45,2.0,232.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,163.0,2.0,33.0,1.08,1.0,255.0
Manhattan,Harlem,Private room,105.0,2.0,38.0,1.09,1.0,168.0
Brooklyn,Williamsburg,Private room,78.0,1.0,35.0,1.01,1.0,247.0
Manhattan,Harlem,Private room,80.0,2.0,93.0,2.69,1.0,215.0
Manhattan,Upper West Side,Private room,97.0,3.0,96.0,2.8,1.0,134.0
Queens,Jamaica,Entire home/apt,66.0,1.0,94.0,2.71,2.0,180.0
Brooklyn,Williamsburg,Private room,52.0,5.0,57.0,1.65,3.0,104.0
Queens,Ditmars Steinway,Entire home/apt,95.0,3.0,89.0,2.6,1.0,259.0
Brooklyn,Canarsie,Entire home/apt,80.0,2.0,83.0,2.42,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225.0,4.0,112.0,3.23,1.0,136.0
Queens,Richmond Hill,Private room,47.0,2.0,25.0,1.13,2.0,152.0
Manhattan,Upper East Side,Entire home/apt,195.0,2.0,90.0,2.59,1.0,134.0
Brooklyn,Carroll Gardens,Entire home/apt,250.0,1.0,62.0,1.79,2.0,178.0
Brooklyn,East New York,Entire home/apt,135.0,3.0,108.0,3.12,2.0,206.0
Brooklyn,Fort Greene,Private room,65.0,4.0,48.0,1.38,3.0,168.0
Manhattan,Chelsea,Entire home/apt,215.0,3.0,88.0,2.59,1.0,200.0
Brooklyn,Bedford-Stuyvesant,Private room,50.0,3.0,86.0,2.57,2.0,168.0
Manhattan,Washington Heights,Private room,60.0,2.0,73.0,2.13,2.0,136.0
Brooklyn,Williamsburg,Entire home/apt,225.0,2.0,51.0,1.51,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,60.0,1.0,78.0,5.92,1.0,163.0
Manhattan,Harlem,Entire home/apt,129.0,3.0,67.0,1.96,1.0,168.0
Manhattan,Washington Heights,Private room,41.0,2.0,57.0,1.67,1.0,168.0
Manhattan,Theater District,Private room,40.0,1.0,163.0,4.75,1.0,102.0
Brooklyn,Cypress Hills,Private room,70.0,1.0,174.0,5.06,1.0,109.0
Brooklyn,Williamsburg,Entire home/apt,145.0,3.0,96.0,2.87,2.0,168.0
Brooklyn,Park Slope,Entire home/apt,218.0,2.0,117.0,3.41,1.0,226.0
Manhattan,Harlem,Private room,55.0,2.0,114.0,3.34,1.0,270.0
Queens,St. Albans,Private room,65.0,2.0,74.0,2.16,2.0,174.0
Manhattan,East Harlem,Entire home/apt,270.0,3.0,70.0,2.06,3.0,255.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100.0,3.0,33.0,2.12,1.0,166.0
Brooklyn,East Flatbush,Private room,50.0,1.0,43.0,1.26,2.0,266.0
Queens,Ozone Park,Private room,75.0,1.0,78.0,6.19,1.0,164.0
Brooklyn,Sunset Park,Entire home/apt,150.0,4.0,123.0,3.61,1.0,101.0
Brooklyn,DUMBO,Private room,125.0,2.0,98.0,2.88,2.0,164.0
Brooklyn,Williamsburg,Entire home/apt,259.0,1.0,157.0,4.58,1.0,155.0
Manhattan,Upper West Side,Private room,99.0,3.0,123.0,3.72,1.0,246.0
Manhattan,Midtown,Entire home/apt,169.0,5.0,89.0,2.62,1.0,179.0
Manhattan,East Harlem,Entire home/apt,169.0,3.0,85.0,2.5,1.0,175.0
Brooklyn,East New York,Private room,45.0,2.0,38.0,1.24,2.0,159.0
Brooklyn,Williamsburg,Entire home/apt,249.0,6.0,49.0,1.46,1.0,168.0
Manhattan,Harlem,Private room,64.0,3.0,97.0,2.9,2.0,272.0
Manhattan,Chelsea,Entire home/apt,169.0,3.0,42.0,1.24,1.0,281.0
Manhattan,Hell's Kitchen,Private room,140.0,2.0,105.0,3.09,1.0,168.0
Brooklyn,Red Hook,Entire home/apt,85.0,2.0,132.0,3.91,1.0,244.0
Queens,St. Albans,Private room,65.0,1.0,98.0,2.87,2.0,180.0
Brooklyn,Prospect-Lefferts Gardens,Private room,54.0,3.0,169.0,4.98,1.0,136.0
Brooklyn,Sunset Park,Private room,60.0,2.0,34.0,1.0,2.0,181.0
Manhattan,Midtown,Entire home/apt,165.0,3.0,57.0,1.7,1.0,157.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140.0,3.0,62.0,1.88,1.0,275.0
Manhattan,Harlem,Entire home/apt,300.0,4.0,69.0,2.05,1.0,110.0
Brooklyn,Bedford-Stuyvesant,Private room,68.0,2.0,92.0,3.17,2.0,139.0
Queens,Ditmars Steinway,Private room,70.0,2.0,59.0,1.77,2.0,232.0
Brooklyn,East New York,Entire home/apt,135.0,3.0,68.0,2.01,2.0,247.0
Manhattan,Harlem,Entire home/apt,160.0,5.0,102.0,3.04,2.0,118.0
Brooklyn,Greenpoint,Private room,55.0,2.0,51.0,1.52,1.0,168.0
Brooklyn,Greenpoint,Private room,130.0,1.0,104.0,3.2,1.0,146.0
Manhattan,East Harlem,Entire home/apt,93.0,2.0,38.0,1.28,1.0,168.0
Queens,St. Albans,Private room,85.0,1.0,48.0,1.41,3.0,180.0
Brooklyn,East Flatbush,Entire home/apt,175.0,3.0,71.0,2.23,1.0,162.0
Brooklyn,Bushwick,Entire home/apt,95.0,1.0,81.0,2.42,2.0,193.0
Manhattan,Two Bridges,Entire home/apt,140.0,3.0,137.0,4.07,1.0,154.0
Brooklyn,Bushwick,Private room,39.0,2.0,104.0,3.09,2.0,174.0
Manhattan,East Harlem,Private room,75.0,3.0,54.0,1.61,2.0,271.0
Brooklyn,Prospect Heights,Entire home/apt,185.0,3.0,109.0,3.25,1.0,269.0
Manhattan,Harlem,Private room,59.0,3.0,49.0,1.51,2.0,203.0
Manhattan,SoHo,Entire home/apt,169.0,3.0,32.0,1.04,1.0,262.0
Queens,Springfield Gardens,Entire home/apt,49.0,1.0,78.0,3.5,1.0,102.0
Brooklyn,Gowanus,Entire home/apt,169.0,3.0,118.0,3.53,1.0,265.0
Brooklyn,East Flatbush,Entire home/apt,75.0,3.0,109.0,3.29,1.0,232.0
Bronx,Bronxdale,Private room,35.0,1.0,114.0,3.48,1.0,168.0
Queens,East Elmhurst,Private room,50.0,1.0,78.0,3.5,1.0,153.0
Manhattan,Chinatown,Private room,100.0,1.0,154.0,4.6,1.0,233.0
Manhattan,SoHo,Entire home/apt,245.0,2.0,44.0,1.34,1.0,168.0
Brooklyn,Williamsburg,Private room,110.0,1.0,102.0,3.13,2.0,267.0
Brooklyn,Williamsburg,Entire home/apt,169.0,3.0,88.0,2.68,1.0,267.0
Manhattan,Harlem,Private room,99.0,1.0,31.0,2.63,1.0,123.0
Manhattan,Upper West Side,Private room,77.0,4.0,93.0,2.87,1.0,115.0
Queens,Astoria,Private room,99.0,3.0,47.0,1.41,2.0,176.0
Manhattan,Upper West Side,Private room,115.0,2.0,72.0,2.55,2.0,275.0
Manhattan,Greenwich Village,Entire home/apt,183.0,1.0,173.0,5.21,1.0,271.0
Brooklyn,Bushwick,Entire home/apt,150.0,2.0,110.0,3.38,1.0,152.0
Brooklyn,Bushwick,Entire home/apt,150.0,4.0,77.0,2.45,1.0,258.0
Manhattan,East Harlem,Entire home/apt,100.0,1.0,73.0,2.37,1.0,168.0
Manhattan,Harlem,Entire home/apt,200.0,2.0,102.0,3.5,3.0,101.0
Brooklyn,Crown Heights,Entire home/apt,160.0,2.0,129.0,3.91,1.0,220.0
Manhattan,Washington Heights,Private room,65.0,1.0,113.0,3.63,1.0,266.0
Queens,South Ozone Park,Private room,29.0,1.0,73.0,2.2,1.0,168.0
Brooklyn,Carroll Gardens,Entire home/apt,175.0,2.0,129.0,3.92,2.0,206.0
Brooklyn,Brooklyn Heights,Entire home/apt,250.0,2.0,119.0,3.62,1.0,230.0
Manhattan,Hell's Kitchen,Private room,69.0,4.0,126.0,3.81,1.0,163.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,2.0,61.0,1.83,1.0,168.0
Manhattan,Hell's Kitchen,Private room,98.0,1.0,42.0,1.27,2.0,126.0
Manhattan,East Harlem,Entire home/apt,145.0,2.0,101.0,3.07,1.0,168.0
Manhattan,Gramercy,Private room,90.0,2.0,87.0,2.62,2.0,242.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130.0,3.0,34.0,1.28,1.0,147.0
Queens,Cambria Heights,Private room,39.0,1.0,64.0,1.94,2.0,168.0
Brooklyn,Bushwick,Entire home/apt,70.0,2.0,72.0,2.2,1.0,146.0
Brooklyn,Bedford-Stuyvesant,Private room,65.0,1.0,78.0,5.88,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,50.0,1.0,78.0,5.65,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,50.0,1.0,171.0,5.17,2.0,168.0
Brooklyn,Williamsburg,Entire home/apt,70.0,1.0,86.0,2.59,1.0,192.0
Manhattan,Murray Hill,Private room,150.0,2.0,74.0,2.34,1.0,112.0
Brooklyn,Crown Heights,Private room,45.0,2.0,109.0,3.3,1.0,131.0
Manhattan,Upper East Side,Entire home/apt,190.0,4.0,83.0,2.58,1.0,104.0
Queens,Jackson Heights,Entire home/apt,80.0,1.0,78.0,6.13,1.0,143.0
Brooklyn,Manhattan Beach,Entire home/apt,55.0,4.0,91.0,2.82,2.0,215.0
Manhattan,Lower East Side,Entire home/apt,250.0,3.0,41.0,1.42,2.0,147.0
Manhattan,Upper East Side,Private room,90.0,2.0,61.0,1.84,3.0,168.0
Brooklyn,Gowanus,Entire home/apt,147.0,5.0,85.0,2.58,2.0,168.0
Brooklyn,Williamsburg,Private room,80.0,4.0,116.0,3.5,2.0,133.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,2.0,100.0,3.26,1.0,168.0
Manhattan,Upper West Side,Entire home/apt,169.0,4.0,59.0,1.89,1.0,263.0
Brooklyn,Park Slope,Entire home/apt,198.0,3.0,43.0,1.36,1.0,241.0
Queens,Glendale,Entire home/apt,87.0,2.0,36.0,1.11,1.0,168.0
Brooklyn,Bushwick,Entire home/apt,145.0,2.0,142.0,4.41,1.0,218.0
Manhattan,Chinatown,Entire home/apt,140.0,2.0,43.0,1.32,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,61.0,1.0,78.0,5.47,2.0,168.0
Manhattan,East Harlem,Entire home/apt,200.0,3.0,58.0,2.12,1.0,152.0
Manhattan,Upper East Side,Entire home/apt,235.0,4.0,75.0,2.33,1.0,151.0
Brooklyn,Flatbush,Entire home/apt,275.0,2.0,102.0,3.14,1.0,276.0
Queens,Long Island City,Entire home/apt,79.0,3.0,43.0,1.35,1.0,105.0
Brooklyn,Park Slope,Private room,100.0,2.0,131.0,3.97,1.0,126.0
Brooklyn,East Flatbush,Entire home/apt,90.0,3.0,53.0,1.61,1.0,201.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155.0,4.0,44.0,1.71,1.0,98.0
Queens,Cambria Heights,Private room,47.0,1.0,63.0,1.95,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Private room,39.0,3.0,33.0,1.03,2.0,146.0
Brooklyn,Coney Island,Private room,95.0,1.0,76.0,2.44,2.0,163.0
Brooklyn,Flatlands,Private room,55.0,2.0,39.0,1.27,1.0,247.0
Manhattan,Upper West Side,Entire home/apt,185.0,2.0,145.0,4.59,1.0,215.0
Manhattan,Midtown,Entire home/apt,210.0,1.0,78.0,6.4,3.0,211.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100.0,5.0,54.0,1.69,2.0,168.0
Queens,Woodhaven,Private room,50.0,4.0,82.0,2.52,2.0,215.0
Brooklyn,Carroll Gardens,Entire home/apt,199.0,2.0,116.0,3.78,2.0,230.0
Brooklyn,Greenpoint,Private room,60.0,1.0,92.0,2.85,1.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,79.0,5.0,48.0,1.64,1.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120.0,3.0,117.0,3.6,1.0,232.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,176.0,2.0,80.0,2.52,2.0,197.0
Manhattan,Lower East Side,Entire home/apt,160.0,3.0,90.0,3.17,1.0,147.0
Manhattan,Financial District,Private room,95.0,5.0,45.0,1.4,2.0,272.0
Manhattan,Financial District,Private room,90.0,4.0,61.0,1.9,2.0,246.0
Brooklyn,Kensington,Private room,111.0,1.0,74.0,2.28,1.0,156.0
Manhattan,East Harlem,Private room,125.0,5.0,59.0,2.03,1.0,110.0
Manhattan,Hell's Kitchen,Private room,92.0,1.0,140.0,4.29,2.0,152.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,169.0,5.0,77.0,2.44,1.0,112.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,99.0,2.0,96.0,2.98,1.0,168.0
Brooklyn,Bushwick,Private room,39.0,3.0,38.0,1.21,1.0,192.0
Manhattan,Chelsea,Entire home/apt,169.0,4.0,69.0,2.13,1.0,280.0
Brooklyn,Boerum Hill,Entire home/apt,182.0,4.0,83.0,2.82,1.0,254.0
Brooklyn,Bedford-Stuyvesant,Private room,54.0,1.0,166.0,5.09,2.0,168.0
Brooklyn,Crown Heights,Entire home/apt,139.0,1.0,78.0,3.5,1.0,257.0
Brooklyn,Bedford-Stuyvesant,Private room,49.0,1.0,153.0,4.72,2.0,168.0
Queens,Jackson Heights,Private room,70.0,1.0,52.0,1.61,1.0,168.0
Brooklyn,Flatbush,Entire home/apt,153.0,3.0,64.0,2.07,1.0,277.0
Brooklyn,Boerum Hill,Entire home/apt,160.0,2.0,127.0,3.9,1.0,270.0
Brooklyn,Bushwick,Shared room,28.0,1.0,117.0,4.56,2.0,118.0
Manhattan,Lower East Side,Entire home/apt,160.0,1.0,73.0,2.38,2.0,229.0
Manhattan,Harlem,Private room,69.0,4.0,153.0,4.74,2.0,125.0
Brooklyn,Fort Greene,Private room,80.0,1.0,53.0,2.15,1.0,168.0
Brooklyn,Williamsburg,Entire home/apt,109.0,4.0,91.0,3.31,1.0,212.0
Queens,Astoria,Entire home/apt,110.0,2.0,67.0,2.13,1.0,191.0
Queens,Flushing,Entire home/apt,85.0,1.0,68.0,2.13,1.0,168.0
Bronx,Kingsbridge,Entire home/apt,105.0,3.0,54.0,1.68,2.0,278.0
Brooklyn,East Flatbush,Private room,33.0,2.0,119.0,3.69,1.0,277.0
Brooklyn,Williamsburg,Private room,72.0,1.0,154.0,4.79,1.0,215.0
Queens,Astoria,Private room,55.0,1.0,94.0,2.91,2.0,168.0
Brooklyn,Prospect-Lefferts Gardens,Private room,100.0,2.0,90.0,2.95,2.0,168.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300.0,2.0,34.0,1.11,1.0,180.0
Brooklyn,Bedford-Stuyvesant,Private room,53.0,1.0,59.0,1.9,1.0,188.0
Manhattan,Harlem,Private room,164.0,1.0,141.0,4.74,2.0,209.0
Manhattan,Harlem,Private room,164.0,1.0,143.0,4.82,2.0,221.0
Manhattan,East Village,Private room,70.0,1.0,78.0,6.45,1.0,203.0
Brooklyn,Williamsburg,Private room,105.0,1.0,38.0,1.21,1.0,168.0
Manhattan,Harlem,Private room,60.0,4.0,41.0,1.31,1.0,98.0
Manhattan,Upper East Side,Private room,65.0,2.0,42.0,1.31,2.0,168.0
Brooklyn,Bushwick,Private room,65.0,3.0,72.0,2.26,1.0,179.0
Brooklyn,Cypress Hills,Shared room,25.0,1.0,64.0,2.02,2.0,168.0
Brooklyn,Greenpoint,Private room,89.0,1.0,86.0,2.7,1.0,173.0
Brooklyn,Crown Heights,Entire home/apt,158.0,4.0,61.0,1.92,1.0,264.0
Manhattan,Chinatown,Private room,119.0,6.0,117.0,3.65,2.0,207.0
Manhattan,Upper West Side,Private room,128.0,3.0,71.0,2.21,1.0,171.0
Manhattan,Kips Bay,Private room,115.0,3.0,61.0,1.94,1.0,137.0
Brooklyn,Bedford-Stuyvesant,Private room,50.0,3.0,91.0,2.83,2.0,262.0
Manhattan,Chelsea,Entire home/apt,180.0,4.0,46.0,1.48,1.0,168.0
Queens,Elmhurst,Private room,40.0,1.0,91.0,2.82,2.0,162.0
Brooklyn,Williamsburg,Private room,50.0,2.0,77.0,2.44,1.0,107.0
Brooklyn,Park Slope,Entire home/apt,110.0,5.0,48.0,1.52,1.0,168.0
Manhattan,Chelsea,Entire home/apt,180.0,2.0,146.0,4.55,1.0,259.0
Queens,Astoria,Entire home/apt,100.0,4.0,78.0,2.74,1.0,201.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110.0,3.0,88.0,2.76,1.0,248.0
Brooklyn,Park Slope,Entire home/apt,185.0,3.0,104.0,3.28,1.0,262.0
Queens,Sunnyside,Private room,75.0,1.0,122.0,3.78,2.0,168.0
Brooklyn,Sunset Park,Entire home/apt,95.0,3.0,73.0,2.39,1.0,131.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,180.0,2.0,75.0,2.35,1.0,237.0
Manhattan,East Harlem,Entire home/apt,135.0,1.0,45.0,1.4,1.0,168.0
Brooklyn,Bushwick,Private room,45.0,1.0,158.0,4.93,2.0,201.0
Manhattan,East Village,Entire home/apt,150.0,2.0,85.0,3.33,1.0,194.0
Brooklyn,Bushwick,Private room,35.0,1.0,148.0,4.63,2.0,169.0
Manhattan,Hell's Kitchen,Private room,110.0,1.0,78.0,5.87,1.0,158.0
Queens,Long Island City,Private room,95.0,2.0,62.0,1.96,1.0,118.0
Brooklyn,Bushwick,Entire home/apt,84.0,4.0,88.0,2.88,1.0,155.0
Queens,Maspeth,Entire home/apt,86.0,2.0,78.0,2.55,1.0,149.0
Manhattan,Harlem,Entire home/apt,160.0,1.0,41.0,1.56,1.0,273.0
Queens,Arverne,Entire home/apt,100.0,2.0,48.0,1.57,1.0,167.0
Queens,Flushing,Private room,48.0,1.0,54.0,1.72,2.0,113.0
Manhattan,Lower East Side,Private room,69.0,3.0,47.0,1.5,1.0,217.0
Manhattan,Kips Bay,Entire home/apt,199.0,5.0,53.0,1.67,1.0,168.0
Manhattan,Chelsea,Entire home/apt,181.0,1.0,158.0,5.08,1.0,173.0
Brooklyn,Fort Greene,Entire home/apt,265.0,3.0,33.0,1.2,1.0,281.0
Brooklyn,Bedford-Stuyvesant,Private room,75.0,2.0,55.0,1.95,1.0,168.0
Brooklyn,Park Slope,Entire home/apt,250.0,3.0,54.0,1.72,1.0,168.0
Manhattan,Harlem,Private room,110.0,2.0,137.0,4.37,1.0,102.0
Queens,Elmhurst,Private room,30.0,1.0,106.0,3.36,2.0,142.0
Brooklyn,Crown Heights,Private room,29.0,2.0,97.0,3.07,2.0,145.0
Manhattan,East Harlem,Entire home/apt,265.0,3.0,111.0,3.53,1.0,155.0
Brooklyn,Brooklyn Heights,Entire home/apt,200.0,4.0,71.0,2.3,1.0,230.0
Brooklyn,Williamsburg,Private room,45.0,3.0,31.0,1.01,1.0,168.0
Bronx,Castle Hill,Entire home/apt,86.0,2.0,86.0,2.76,1.0,171.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,4.0,73.0,2.33,1.0,228.0
Manhattan,Harlem,Private room,58.0,4.0,131.0,4.17,2.0,115.0
Queens,Flushing,Private room,38.0,1.0,69.0,2.19,2.0,168.0
Manhattan,East Harlem,Private room,150.0,1.0,56.0,1.79,1.0,272.0
Manhattan,Chinatown,Private room,80.0,2.0,152.0,5.01,1.0,105.0
Queens,Sunnyside,Entire home/apt,120.0,2.0,78.0,2.55,3.0,135.0
Manhattan,Washington Heights,Private room,75.0,2.0,45.0,1.44,3.0,183.0
Brooklyn,Gowanus,Entire home/apt,150.0,1.0,78.0,5.69,1.0,168.0
Manhattan,West Village,Private room,90.0,1.0,32.0,1.04,2.0,168.0
Queens,Arverne,Entire home/apt,200.0,1.0,46.0,1.65,2.0,152.0
Queens,Elmhurst,Entire home/apt,150.0,1.0,150.0,4.82,2.0,255.0
Queens,Elmhurst,Entire home/apt,120.0,1.0,134.0,4.36,2.0,249.0
Brooklyn,Bushwick,Entire home/apt,55.0,3.0,53.0,1.73,2.0,243.0
Manhattan,Upper West Side,Private room,80.0,1.0,47.0,1.5,2.0,168.0
Manhattan,Lower East Side,Entire home/apt,250.0,3.0,53.0,1.98,1.0,220.0
Brooklyn,Bushwick,Shared room,28.0,1.0,103.0,4.02,2.0,133.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,179.0,3.0,59.0,1.92,1.0,198.0
Queens,Ditmars Steinway,Private room,65.0,3.0,79.0,2.55,2.0,168.0
Brooklyn,Bushwick,Private room,49.0,3.0,61.0,1.96,1.0,168.0
Manhattan,Two Bridges,Entire home/apt,190.0,2.0,45.0,1.47,2.0,112.0
Manhattan,Hell's Kitchen,Private room,70.0,1.0,178.0,5.75,2.0,146.0
